,content,Emotion
41532,i will admit i am no longer feeling paranoid nor afraid,fear
30535,i love monos mom and some others in the family but as a whole that family is sick and irritating and i just feel tortured when i am with them,fear
9189,i do not trust the us commerce system anymore i feel totally unprotected against these kind of felony and i am advising all my friends and relatives to refrain from purchasing anything that is bein offered through internet attractive offers,fear
8951,i do feel weird why seldom people eat at there,fear
31555,i never knew life could go this fast feel this frantic or be this high flying,fear
45429,im helpless im feeling helpless,fear
45200,im feeling very reluctant to get back into my current wip,fear
37861,i used the same map of the tavern for a non combat role playing encounter in the tavern it would feel strange if the players could sense the presence of the cook in the kitchen behind closed doors,fear
30592,i love the im possibility of it and that it leaves me feeling unsure about whether to take it seriously,fear
8952,i do feels that she might like me also but i am very uncertain since i want to see how it goes with ykesha,fear
4135,i am no stranger to adolescent self esteem issues having been around the block on every end of the spectrum between my sister and i so i can understand when a young girl feels uncomfortable about her body,fear
38936,i was extremely excited because it made me feel like i was being paranoid for no reason,fear
33166,i remember feeling very frightened because i thought the floor would disappear under me and i d just be falling through the sky through the night,fear
9177,i do not plan to use progesterone this month since i feel doubtful that i ovulated at all,fear
45170,im feeling very distraught again,fear
33690,i say starting to feel alarmed,fear
35839,i still have days when i feel confused as to why god has not answered the way i want when it makes perfect sense to me to continue on the path i am on,fear
21396,i feel that i have so much to say and share that i am reluctant to share anything at all,fear
87,at the age of i had gone to see a film in a nearby village,fear
41375,i went inward after reading jesus was in the front room and i went to him but i was feeling uncertain and almost embarrassed,fear
30404,i look it over for a couple of moments and feel a nervous excitement as this pitch will surely push me,fear
19967,i feel so fucking anxious about a few things that its actually making me sick,fear
15675,i feel like i am being assaulted,fear
1172,i actually feel slightly nervous serving you tea as you are famous for having thrown in the corporate life and buying a tea shop in a small country town can you tell me how that came about,fear
28364,i just feel insecure so what should i do sis,fear
